candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election,const_off
K.Kurunthappan,IND,0,8th Pass,44,"Rs 7,40,000 ~ 7 Lacs+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3339,740000,0,0,0,Ramanathapuram
K.P Saravanan,Makkal Needhi Maiam,0,10th Pass,47,,,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3334,,,0,0,Ramanathapuram
Misra G,IND,0,10th Pass,40,"Rs 25,72,000 ~ 25 Lacs+","Rs 6,20,000 ~ 6 Lacs+",RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3344,2572000,620000,0,0,Ramanathapuram
N Muniyasami,IND,0,10th Pass,49,,,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3345,,,0,0,Ramanathapuram
P.Malaichamy,IND,5,8th Pass,29,"Rs 52,242 ~ 52 Thou+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3343,52242,0,0,0,Ramanathapuram
R.S.Wilhelm Benjamin Anand,Bahujan Dravida Party,0,Post Graduate,34,"Rs 3,87,000 ~ 3 Lacs+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3336,387000,0,0,0,Ramanathapuram
S.Suresh,IND,0,Graduate,31,,,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3341,,,0,0,Ramanathapuram
Saleem,IND,0,12th Pass,49,"Rs 84,23,000 ~ 84 Lacs+","Rs 13,13,500 ~ 13 Lacs+",RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3340,8423000,1313500,0,0,Ramanathapuram
Suryaprakash,IND,1,Others,46,"Rs 1,48,42,000 ~ 1 Crore+","Rs 26,95,000 ~ 26 Lacs+",RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3342,14842000,2695000,0,0,Ramanathapuram
V.Jayaprakash,My India Party,0,10th Pass,48,,,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3337,,,0,0,Ramanathapuram
R.S.Rajakannappan,DMK,0,Graduate Professional,72,"Rs 1,40,07,776 ~ 1 Crore+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1884,14007776,0,1,0,Mudhukulathur
A.Saravanakumar,Naam Indiar Party,0,8th Pass,41,"Rs 2,95,000 ~ 2 Lacs+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3349,295000,0,0,0,Mudhukulathur
C.Malaiselvam,Puthiya Tamilagam,0,10th Pass,42,"Rs 6,50,000 ~ 6 Lacs+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3352,650000,0,0,0,Mudhukulathur
C.Navapanneerselvam,Makkal Needhi Maiam,0,Graduate,63,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3350,,,0,0,Mudhukulathur
E.Mohan,IND,0,5th Pass,51,"Rs 57,000 ~ 57 Thou+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3364,57000,0,0,0,Mudhukulathur
K.Boomirajan Yadav,Tamilaga Makkal Thannurimai Katchi,2,5th Pass,39,"Rs 13,62,250 ~ 13 Lacs+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1882,1362250,0,0,0,Mudhukulathur
K.Murugan,IND,0,10th Pass,39,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3362,,,0,0,Mudhukulathur
K.Panchatcharam,My India Party,5,Graduate,44,"Rs 1,94,75,005 ~ 1 Crore+","Rs 57,90,000 ~ 57 Lacs+",MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3351,19475005,5790000,0,0,Mudhukulathur
K.Rajakumar,IND,0,Graduate,38,"Rs 17,97,440 ~ 17 Lacs+","Rs 9,50,000 ~ 9 Lacs+",MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3365,1797440,950000,0,0,Mudhukulathur
K.Ramachandran,IND,0,Others,33,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3354,,,0,0,Mudhukulathur
K.Sathish,IND,0,Literate,42,"Rs 6,93,000 ~ 6 Lacs+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3358,693000,0,0,0,Mudhukulathur
Keerthika,AIADMK,1,Post Graduate,44,"Rs 8,64,95,574 ~ 8 Crore+","Rs 1,47,40,644 ~ 1 Crore+",MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1883,86495574,14740644,0,0,Mudhukulathur
M.Karthick,IND,0,Graduate Professional,27,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3357,,,0,0,Mudhukulathur
M.Murugan,Amma Makkal Munnettra Kazagam,1,10th Pass,49,"Rs 24,47,22,992 ~ 24 Crore+","Rs 9,96,62,798 ~ 9 Crore+",MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3353,244722992,99662798,0,0,Mudhukulathur
N.Sivanandam,BSP,0,Graduate,37,"Rs 18,31,000 ~ 18 Lacs+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3348,1831000,0,0,0,Mudhukulathur
P.Murugan,IND,0,5th Pass,41,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3363,,,0,0,Mudhukulathur
R.Rahmadnisha,Naam Tamilar Katchi,0,Literate,37,"Rs 22,95,000 ~ 22 Lacs+","Rs 6,55,040 ~ 6 Lacs+",MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=120,2295000,655040,0,0,Mudhukulathur
S.Immanuvel Sekar,IND,0,12th Pass,40,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3356,,,0,0,Mudhukulathur
S.Prabakaran,IND,0,8th Pass,31,"Rs 31,92,440 ~ 31 Lacs+","Rs 20,00,000 ~ 20 Lacs+",MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3361,3192440,2000000,0,0,Mudhukulathur
S.Raja,Peoples Party of India(secular),0,Graduate,43,"Rs 9,46,785 ~ 9 Lacs+",Rs 0 ~,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3355,946785,0,0,0,Mudhukulathur
T.Azhakumalai Kumaran,IND,0,Graduate Professional,43,,,MUDUKULATHUR,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1881,,,0,0,Mudhukulathur
S.Ravi,AIADMK,0,Graduate Professional,57,,,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=267,,,1,0,Arakkonam(SC)
A.Gauthaman,IND,0,10th Pass,28,"Rs 26,500 ~ 26 Thou+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1834,26500,0,0,0,Arakkonam(SC)
C.M.Gowthaman,IND,0,Graduate,30,"Rs 20,600 ~ 20 Thou+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1833,20600,0,0,0,Arakkonam(SC)
C.Mohan,IND,0,8th Pass,40,,,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1835,,,0,0,Arakkonam(SC)
E.Abirami,Naam Tamilar Katchi,0,Graduate,27,"Rs 2,41,520 ~ 2 Lacs+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=268,241520,0,0,0,Arakkonam(SC)
Gowthama Sannah.J,Viduthalai Chiruthaigal Katchi,0,Post Graduate,48,"Rs 1,20,43,783 ~ 1 Crore+","Rs 15,00,000 ~ 15 Lacs+",ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3692,12043783,1500000,0,0,Arakkonam(SC)
K.C.Manivannan,Amma Makkal Munnettra Kazagam,1,12th Pass,46,,,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1830,,,0,0,Arakkonam(SC)
M.Madhanraj,IND,0,Graduate Professional,31,"Rs 74,490 ~ 74 Thou+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3694,74490,0,0,0,Arakkonam(SC)
M.Manikandan,IND,0,Graduate Professional,27,"Rs 27,600 ~ 27 Thou+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3693,27600,0,0,0,Arakkonam(SC)
P.Ravi,IND,0,5th Pass,46,,,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1831,,,0,0,Arakkonam(SC)
P.Sudhakar,BSP,0,12th Pass,42,"Rs 4,50,000 ~ 4 Lacs+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=266,450000,0,0,0,Arakkonam(SC)
S.Baskaran,Makkal Needhi Maiam,0,12th Pass,37,"Rs 6,07,000 ~ 6 Lacs+","Rs 3,00,000 ~ 3 Lacs+",ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1829,607000,300000,0,0,Arakkonam(SC)
V.Ravi,IND,0,10th Pass,54,"Rs 3,60,000 ~ 3 Lacs+",Rs 0 ~,ARAKKONAM (SC),RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1832,360000,0,0,0,Arakkonam(SC)
A.M.Munirathinam,INC,2,10th Pass,65,,,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3695,,,1,0,Sholinghur
P.Parthiban,IND,0,10th Pass,27,"Rs 8,61,570 ~ 8 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3702,861570,0,0,0,Sholinghur
A.M.Krishnan,Pattali Makkal Katchi,0,8th Pass,48,"Rs 4,63,52,254 ~ 4 Crore+","Rs 2,50,63,162 ~ 2 Crore+",SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=632,46352254,25063162,0,0,Sholinghur
A.Palani,IND,0,10th Pass,40,"Rs 5,95,000 ~ 5 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3701,595000,0,0,0,Sholinghur
C.Munirathinam,IND,0,10th Pass,52,"Rs 22,77,000 ~ 22 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3706,2277000,0,0,0,Sholinghur
G.Vijayakumar,Desiya Sirupanmayinar Makkal Iyakkam,0,Graduate Professional,41,,,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3696,,,0,0,Sholinghur
J.Balaji,IND,0,8th Pass,27,"Rs 3,79,042 ~ 3 Lacs+","Rs 2,00,000 ~ 2 Lacs+",SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3703,379042,200000,0,0,Sholinghur
K.Mani,IND,0,5th Pass,52,"Rs 2,21,700 ~ 2 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3704,221700,0,0,0,Sholinghur
K.Sekar,IND,0,10th Pass,48,,,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3700,,,0,0,Sholinghur
M.Giridharan,BSP,0,Others,35,"Rs 3,91,000 ~ 3 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2020,391000,0,0,0,Sholinghur
M.Munirathinam,IND,0,8th Pass,70,"Rs 23,28,829 ~ 23 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3707,2328829,0,0,0,Sholinghur
N.G.Parthiban,Amma Makkal Munnettra Kazagam,1,Graduate Professional,46,,,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=633,,,0,0,Sholinghur
N.Mani,IND,0,10th Pass,43,"Rs 2,52,000 ~ 2 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3705,252000,0,0,0,Sholinghur
R.Elumalai,IND,0,Illiterate,45,"Rs 35,000 ~ 35 Thou+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3699,35000,0,0,0,Sholinghur
R.Jawahar,Makkal Needhi Maiam,0,Graduate,56,,,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3697,,,0,0,Sholinghur
R.Vinoth,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,10th Pass,28,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=631,150000,0,0,0,Sholinghur
T.Rajendran,IND,0,10th Pass,51,"Rs 31,000 ~ 31 Thou+",Rs 0 ~,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3698,31000,0,0,0,Sholinghur
Y.R.Pavendhan,Naam Tamilar Katchi,2,Post Graduate,48,,,SHOLINGHUR,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=634,,,0,0,Sholinghur
R.Gandhi,DMK,3,10th Pass,75,"Rs 47,94,13,150 ~ 47 Crore+","Rs 14,46,35,282 ~ 14 Crore+",RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=189,479413150,144635282,1,0,Ranipet
A.Manikandan,IND,0,Post Graduate,25,"Rs 1,70,846 ~ 1 Lacs+",Rs 0 ~,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=607,170846,0,0,0,Ranipet
A.Mansur Basha,IND,5,8th Pass,52,"Rs 75,70,143 ~ 75 Lacs+","Rs 3,77,002 ~ 3 Lacs+",RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3714,7570143,377002,0,0,Ranipet
Dr.K.Sathiyaraj,Tamil Nadu Ilangyar Katchi,0,Doctorate,61,,,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3709,,,0,0,Ranipet
G.Veeramani,Amma Makkal Munnettra Kazagam,0,10th Pass,60,"Rs 41,13,030 ~ 41 Lacs+",Rs 0 ~,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3710,4113030,0,0,0,Ranipet
K.Sakthivel Nathan,IND,0,12th Pass,48,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3712,25000,0,0,0,Ranipet
M.Atham Basha,Makkal Needhi Maiam,0,5th Pass,55,,,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3708,,,0,0,Ranipet
N.Sugumar,IND,0,8th Pass,37,"Rs 2,23,000 ~ 2 Lacs+",Rs 0 ~,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3713,223000,0,0,0,Ranipet
S.Gandhi,IND,1,12th Pass,38,,,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3711,,,0,0,Ranipet
S.Jayakumar,IND,0,5th Pass,33,"Rs 16,10,450 ~ 16 Lacs+","Rs 10,00,000 ~ 10 Lacs+",RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3716,1610450,1000000,0,0,Ranipet
S.M.Sugumar,AIADMK,0,10th Pass,60,"Rs 32,28,15,425 ~ 32 Crore+",Rs 0 ~,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=188,322815425,0,0,0,Ranipet
S.Yuvaraj,IND,0,10th Pass,29,,,RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3715,,,0,0,Ranipet
V.Shylaja,Naam Tamilar Katchi,0,Graduate Professional,30,"Rs 49,79,652 ~ 49 Lacs+","Rs 1,23,392 ~ 1 Lacs+",RANIPET,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=190,4979652,123392,0,0,Ranipet
J.L.Eswarappan,DMK,0,Graduate Professional,42,"Rs 13,17,71,131 ~ 13 Crore+","Rs 7,11,98,073 ~ 7 Crore+",ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=819,131771131,71198073,1,0,Arcot
A.C.Kesavan,BSP,0,10th Pass,64,"Rs 2,48,000 ~ 2 Lacs+",Rs 0 ~,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3717,248000,0,0,0,Arcot
A.R.Mohamed Raffi,Makkal Needhi Maiam,1,Others,39,"Rs 4,32,000 ~ 4 Lacs+","Rs 36,00,000 ~ 36 Lacs+",ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1841,432000,3600000,0,0,Arcot
Elavazagan.K.L,Pattali Makkal Katchi,0,10th Pass,52,,,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=302,,,0,0,Arcot
H.Mohamed Ghouse,Tipu Sultan Party,0,Graduate Professional,38,"Rs 21,98,770 ~ 21 Lacs+","Rs 3,18,688 ~ 3 Lacs+",ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3718,2198770,318688,0,0,Arcot
K.Manigandan,IND,0,10th Pass,42,,,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1838,,,0,0,Arcot
Munivel.S,National Democratic Party of South India,0,10th Pass,45,"Rs 6,01,000 ~ 6 Lacs+",Rs 0 ~,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3719,601000,0,0,0,Arcot
N.Janarthanan,Amma Makkal Munnettra Kazagam,0,10th Pass,57,"Rs 21,75,700 ~ 21 Lacs+","Rs 12,60,681 ~ 12 Lacs+",ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1837,2175700,1260681,0,0,Arcot
P.Eswaran,IND,0,10th Pass,47,,,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1840,,,0,0,Arcot
R.Kathiravan,Naam Tamilar Katchi,0,12th Pass,29,"Rs 1,72,941 ~ 1 Lacs+",Rs 0 ~,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=361,172941,0,0,0,Arcot
T.D.Shanmugam,IND,0,Graduate,63,"Rs 1,01,00,000 ~ 1 Crore+",Rs 0 ~,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=303,10100000,0,0,0,Arcot
Vasanthakumar,IND,1,10th Pass,41,,,ARCOT,RANIPET,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1839,,,0,0,Arcot
Ezhilan N,DMK,0,Graduate Professional,41,"Rs 1,18,51,770 ~ 1 Crore+","Rs 3,54,836 ~ 3 Lacs+",THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1563,11851770,354836,1,0,Thousand Lights
A George Benny,IND,0,Others,73,"Rs 20,80,000 ~ 20 Lacs+","Rs 30,000 ~ 30 Thou+",THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2177,2080000,30000,0,0,Thousand Lights
Babu A,IND,0,Graduate Professional,44,"Rs 14,90,000 ~ 14 Lacs+","Rs 2,85,000 ~ 2 Lacs+",THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2172,1490000,285000,0,0,Thousand Lights
Deeban M,IND,0,12th Pass,28,,,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2169,,,0,0,Thousand Lights
Domnic A,Nam India Naam Indiyar Katchi,0,Others,40,"Rs 36,100 ~ 36 Thou+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2164,36100,0,0,0,Thousand Lights
K M Shariff,Makkal Needhi Maiam,2,10th Pass,55,,,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2163,,,0,0,Thousand Lights
Kushboo Sundar,BJP,4,8th Pass,50,"Rs 41,20,21,115 ~ 41 Crore+","Rs 4,00,69,889 ~ 4 Crore+",THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1564,412021115,40069889,0,0,Thousand Lights
Manivannan N,IND,0,Graduate,45,"Rs 35,86,241 ~ 35 Lacs+","Rs 16,30,126 ~ 16 Lacs+",THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2174,3586241,1630126,0,0,Thousand Lights
Nirmal Kumar S,IND,0,12th Pass,25,,,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2170,,,0,0,Thousand Lights
P Parimala,IND,2,Post Graduate,46,"Rs 46,85,904 ~ 46 Lacs+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2171,4685904,0,0,0,Thousand Lights
Parthiban V,IND,0,10th Pass,26,"Rs 5,800 ~ 5 Thou+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2173,5800,0,0,0,Thousand Lights
Radha Krishnan S,IND,0,Graduate Professional,28,,,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2175,,,0,0,Thousand Lights
Riaz(A) Syed Zakeerulla,Anaithu Makkal Arasiyal Katchi,0,10th Pass,43,"Rs 31,63,784 ~ 31 Lacs+","Rs 72,00,000 ~ 72 Lacs+",THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2165,3163784,7200000,0,0,Thousand Lights
Sanjeevi S,IND,0,Post Graduate,48,"Rs 4,87,000 ~ 4 Lacs+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2166,487000,0,0,0,Thousand Lights
Sekar K,IND,0,5th Pass,62,,,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2168,,,0,0,Thousand Lights
Sherine Aj,Naam Tamilar Katchi,0,Post Graduate,29,"Rs 31,66,000 ~ 31 Lacs+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=687,3166000,0,0,0,Thousand Lights
Sudakar R,IND,0,10th Pass,27,"Rs 80,000 ~ 80 Thou+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2167,80000,0,0,0,Thousand Lights
Vaidhyanathan N,Amma Makkal Munnettra Kazagam,1,Graduate,54,,,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1562,,,0,0,Thousand Lights
Velraj S,IND,0,Graduate Professional,33,"Rs 4,75,000 ~ 4 Lacs+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2176,475000,0,0,0,Thousand Lights
Williams D,BSP,0,8th Pass,50,"Rs 3,75,000 ~ 3 Lacs+",Rs 0 ~,THOUSAND LIGHTS,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=688,375000,0,0,0,Thousand Lights
A.Nallathambi,AIADMK,0,5th Pass,56,"Rs 56,31,971 ~ 56 Lacs+","Rs 17,53,948 ~ 17 Lacs+",GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=409,5631971,1753948,1,0,Gangavalli (SC)
A.Pandian,Amma Makkal Munnettra Kazagam,1,10th Pass,58,"Rs 12,03,077 ~ 12 Lacs+",Rs 0 ~,GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=408,1203077,0,0,0,Gangavalli (SC)
Ayyadurai.J,IND,0,12th Pass,37,,,GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1053,,,0,0,Gangavalli (SC)
Chandrasekaran.K,IND,0,10th Pass,47,"Rs 35,05,000 ~ 35 Lacs+",Rs 0 ~,GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1052,3505000,0,0,0,Gangavalli (SC)
"Navan,P.",Puthiya Tamilagam,0,10th Pass,34,"Rs 2,94,012 ~ 2 Lacs+",Rs 0 ~,GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2603,294012,0,0,0,Gangavalli (SC)
Periyasamy.K,Indiya Jananayaka Katchi,0,10th Pass,43,,,GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1050,,,0,0,Gangavalli (SC)
Rekha Priyadharshini.J,DMK,2,Post Graduate,38,"Rs 52,18,739 ~ 52 Lacs+","Rs 14,00,000 ~ 14 Lacs+",GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1054,5218739,1400000,0,0,Gangavalli (SC)
Saravanan.R,IND,0,Others,33,"Rs 77,97,000 ~ 77 Lacs+","Rs 4,60,000 ~ 4 Lacs+",GANGAVALLI (SC),SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1049,7797000,460000,0,0,Gangavalli (SC)
