candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election,const_off
S.Regupathy,DMK,23,Graduate Professional,70,"Rs 15,32,61,761 ~ 15 Crore+","Rs 9,91,137 ~ 9 Lacs+",THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2041,153261761,991137,1,0,Thirumayam
S. Gandipan,My India Party,0,5th Pass,47,"Rs 66,800 ~ 66 Thou+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3276,66800,0,0,0,Thirumayam
Al.Mathialagan,IND,0,Post Graduate,27,"Rs 95,000 ~ 95 Thou+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3293,95000,0,0,0,Thirumayam
C. Alagu Subbiah,IND,1,5th Pass,57,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3281,,,0,0,Thirumayam
K.Selvakumar S/O Kamatchi,IND,4,12th Pass,41,"Rs 29,85,000 ~ 29 Lacs+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3288,2985000,0,0,0,Thirumayam
K.Selvakumar S/O Kasi,IND,0,12th Pass,33,"Rs 51,000 ~ 51 Thou+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3284,51000,0,0,0,Thirumayam
M. Durairajan,IND,0,8th Pass,52,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3290,,,0,0,Thirumayam
M.Karthick,IND,3,Post Graduate,32,"Rs 11,500 ~ 11 Thou+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3282,11500,0,0,0,Thirumayam
M.Selvakumar S/O Mariyappan,IND,0,Graduate Professional,27,"Rs 52,000 ~ 52 Thou+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3285,52000,0,0,0,Thirumayam
M.Selvakumar S/O Mariyappan,IND,0,Others,28,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3289,,,0,0,Thirumayam
M.Selvakumar S/O Murugan,IND,0,Graduate Professional,26,"Rs 52,000 ~ 52 Thou+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3287,52000,0,0,0,Thirumayam
Muthuadaikkan Alias Adaikkalam,IND,0,10th Pass,54,"Rs 3,62,700 ~ 3 Lacs+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3294,362700,0,0,0,Thirumayam
P.K.Vairamuthu,AIADMK,0,12th Pass,66,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=665,,,0,0,Thirumayam
R. Palaniyappan,IND,1,Graduate Professional,36,"Rs 3,55,000 ~ 3 Lacs+","Rs 30,000 ~ 30 Thou+",THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3291,355000,30000,0,0,Thirumayam
R.Sivakumar,Puthiya Tamilagam,0,Graduate Professional,56,"Rs 57,18,339 ~ 57 Lacs+","Rs 3,07,000 ~ 3 Lacs+",THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3277,5718339,307000,0,0,Thirumayam
R.Sundaram,IND,0,10th Pass,67,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3283,,,0,0,Thirumayam
R.Thirumeni,Makkal Needhi Maiam,0,Graduate,44,"Rs 99,08,915 ~ 99 Lacs+","Rs 15,37,227 ~ 15 Lacs+",THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3279,9908915,1537227,0,0,Thirumayam
S.Manikandan,IND,0,8th Pass,29,"Rs 2,15,000 ~ 2 Lacs+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3292,215000,0,0,0,Thirumayam
S.Muniaraju,Amma Makkal Munnettra Kazagam,0,Post Graduate,43,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=664,,,0,0,Thirumayam
S.Purachibalan,Anna Dravidar Kazhagam,0,8th Pass,67,"Rs 5,00,000 ~ 5 Lacs+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3280,500000,0,0,0,Thirumayam
S.Selvakumar,IND,0,Graduate Professional,28,,,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3286,,,0,0,Thirumayam
U.Sivaraman,Naam Tamilar Katchi,0,10th Pass,37,"Rs 9,65,525 ~ 9 Lacs+",Rs 0 ~,THIRUMAYAM,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3278,965525,0,0,0,Thirumayam
Udhayanidhi Stalin,DMK,22,Graduate,43,"Rs 29,07,77,932 ~ 29 Crore+","Rs 1,35,000 ~ 1 Lacs+",CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=256,290777932,135000,1,0,Chepauk-Thiruvallikeni
Balaji C,IND,0,Graduate Professional,42,"Rs 87,950 ~ 87 Thou+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=910,87950,0,0,0,Chepauk-Thiruvallikeni
Balaji K,IND,0,8th Pass,41,"Rs 4,06,728 ~ 4 Lacs+","Rs 2,35,974 ~ 2 Lacs+",CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2331,406728,235974,0,0,Chepauk-Thiruvallikeni
Ganesan P,IND,0,Graduate Professional,45,,,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=906,,,0,0,Chepauk-Thiruvallikeni
Jayasimmaraja S M,Naam Tamilar Katchi,0,Graduate Professional,26,"Rs 4,99,000 ~ 4 Lacs+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=912,499000,0,0,0,Chepauk-Thiruvallikeni
Kannan C,IND,0,8th Pass,45,"Rs 40,34,000 ~ 40 Lacs+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=911,4034000,0,0,0,Chepauk-Thiruvallikeni
Kassali A.V.A,Pattali Makkal Katchi,0,5th Pass,61,,,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=914,,,0,0,Chepauk-Thiruvallikeni
Krishnadasan S,IND,0,10th Pass,46,"Rs 25,50,000 ~ 25 Lacs+","Rs 14,00,000 ~ 14 Lacs+",CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2326,2550000,1400000,0,0,Chepauk-Thiruvallikeni
Madhana Gopal T,IND,0,Graduate Professional,44,"Rs 1,82,31,000 ~ 1 Crore+","Rs 87,50,000 ~ 87 Lacs+",CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=909,18231000,8750000,0,0,Chepauk-Thiruvallikeni
Manikandan E,IND,1,12th Pass,32,,,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2332,,,0,0,Chepauk-Thiruvallikeni
Mohammed Hussain,IND,0,10th Pass,32,"Rs 9,000 ~ 9 Thou+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2333,9000,0,0,0,Chepauk-Thiruvallikeni
Mohammed Idris K,Indiya Jananayaka Katchi,0,Post Graduate,44,"Rs 7,31,40,534 ~ 7 Crore+","Rs 1,53,51,958 ~ 1 Crore+",CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2323,73140534,15351958,0,0,Chepauk-Thiruvallikeni
Muniyandi,IND,0,Not Given,55,,,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=904,,,0,0,Chepauk-Thiruvallikeni
Nagarajan,IND,0,Graduate Professional,51,"Rs 15,10,000 ~ 15 Lacs+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=913,1510000,0,0,0,Chepauk-Thiruvallikeni
Raghu C,BSP,0,8th Pass,44,"Rs 4,21,000 ~ 4 Lacs+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=908,421000,0,0,0,Chepauk-Thiruvallikeni
Rajendran L,Amma Makkal Munnettra Kazagam,3,12th Pass,58,,,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2322,,,0,0,Chepauk-Thiruvallikeni
Ravi E,IND,0,8th Pass,43,"Rs 35,000 ~ 35 Thou+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2334,35000,0,0,0,Chepauk-Thiruvallikeni
Senthil Kumar H,IND,0,10th Pass,37,"Rs 1,04,000 ~ 1 Lacs+",Rs 0 ~,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2329,104000,0,0,0,Chepauk-Thiruvallikeni
Tabrez,Tipu Sultan Party,0,8th Pass,39,,,CHEPAUK-THIRUVALLIKENI,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=378,,,0,0,Chepauk-Thiruvallikeni
Siva.V.Meyyanathan,DMK,29,Post Graduate,52,,,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1827,,,1,0,Alangudi
C.Jaya,Anaithu Makkal Puratchi Katchi,0,Graduate Professional,32,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=765,5000,0,0,0,Alangudi
C.Thiruchelvam,Naam Tamilar Katchi,0,Graduate,55,"Rs 23,02,762 ~ 23 Lacs+","Rs 1,66,368 ~ 1 Lacs+",ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=767,2302762,166368,0,0,Alangudi
D.Vidangar,Amma Makkal Munnettra Kazagam,0,Graduate,61,,,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=240,,,0,0,Alangudi
Dharma Thangavel,AIADMK,0,Post Graduate,43,"Rs 1,08,06,307 ~ 1 Crore+","Rs 12,74,000 ~ 12 Lacs+",ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=766,10806307,1274000,0,0,Alangudi
G.Manimegalai,CPI(ML)(L),0,10th Pass,43,"Rs 56,000 ~ 56 Thou+",Rs 0 ~,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=763,56000,0,0,0,Alangudi
M.Chinnadurai,BSP,0,12th Pass,51,,,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=347,,,0,0,Alangudi
N.Vairavan,Makkal Needhi Maiam,0,Post Graduate,32,"Rs 80,15,037 ~ 80 Lacs+","Rs 5,66,000 ~ 5 Lacs+",ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=764,8015037,566000,0,0,Alangudi
P.Balamurugan,My India Party,0,Others,33,"Rs 5,90,000 ~ 5 Lacs+",Rs 0 ~,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2120,590000,0,0,0,Alangudi
T.Vinayagamoorthy,IND,0,8th Pass,49,"Rs 9,46,179 ~ 9 Lacs+",Rs 0 ~,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2122,946179,0,0,0,Alangudi
V.Kannadasan,IND,0,10th Pass,30,"Rs 23,87,677 ~ 23 Lacs+",Rs 0 ~,ALANGUDI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2121,2387677,0,0,0,Alangudi
Ramachandran T,INC,0,Graduate Professional,40,"Rs 1,42,51,126 ~ 1 Crore+","Rs 34,11,744 ~ 34 Lacs+",ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3295,14251126,3411744,1,0,Aranthangi
Amaladoss Sandhiyagu,Puthiya Tamilagam,0,Post Graduate,62,"Rs 31,37,732 ~ 31 Lacs+","Rs 3,64,000 ~ 3 Lacs+",ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3297,3137732,364000,0,0,Aranthangi
Arjunan R,IND,0,12th Pass,43,"Rs 14,13,000 ~ 14 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3302,1413000,0,0,0,Aranthangi
"Dhetchena Moorthy, Dr. S",IND,0,Graduate Professional,40,,,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3306,,,0,0,Aranthangi
Humayun Kabir M I,Naam Tamilar Katchi,1,Graduate,53,"Rs 80,50,000 ~ 80 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=808,8050000,0,0,0,Aranthangi
Jeeva A,BSP,0,Not Given,52,"Rs 1,22,500 ~ 1 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3296,122500,0,0,0,Aranthangi
Jegadeesan R,IND,0,10th Pass,43,,,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3312,,,0,0,Aranthangi
Kumarappan B,My India Party,0,Post Graduate,38,"Rs 3,20,000 ~ 3 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3299,320000,0,0,0,Aranthangi
Mahendran K,IND,0,12th Pass,48,"Rs 11,94,950 ~ 11 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3308,1194950,0,0,0,Aranthangi
Muthukkaruppaiah K,IND,0,10th Pass,68,,,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3309,,,0,0,Aranthangi
Muthuselvam V,IND,0,Not Given,50,"Rs 2,86,000 ~ 2 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3310,286000,0,0,0,Aranthangi
Pandiyan V,IND,0,10th Pass,43,"Rs 53,250 ~ 53 Thou+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3307,53250,0,0,0,Aranthangi
Rajanayagam M,AIADMK,2,10th Pass,56,,,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=809,,,0,0,Aranthangi
Ramalingaswami Adihithan. Ppc,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),0,Post Graduate,48,"Rs 4,41,09,539 ~ 4 Crore+","Rs 1,10,000 ~ 1 Lacs+",ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3298,44109539,110000,0,0,Aranthangi
Ramasamy R S,IND,0,Post Graduate,41,,,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3311,,,0,0,Aranthangi
Sakthivel K,Tamizhaga Murpokku Makkal Katchi,0,Post Graduate,62,"Rs 1,80,12,646 ~ 1 Crore+","Rs 3,20,312 ~ 3 Lacs+",ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3300,18012646,320312,0,0,Aranthangi
Shaik Mohamed B,Makkal Needhi Maiam,0,5th Pass,54,"Rs 80,55,000 ~ 80 Lacs+","Rs 19,71,000 ~ 19 Lacs+",ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3301,8055000,1971000,0,0,Aranthangi
Sivashanmugam K,Amma Makkal Munnettra Kazagam,3,10th Pass,69,,,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=807,,,0,0,Aranthangi
Syed Sulthan Ibrahim A,IND,0,Not Given,37,"Rs 3,95,215 ~ 3 Lacs+",Rs 0 ~,ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3303,395215,0,0,0,Aranthangi
Velraj. K P,IND,0,Literate,46,"Rs 93,41,325 ~ 93 Lacs+","Rs 15,00,000 ~ 15 Lacs+",ARANTHANGI,PUDUKKOTTAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=810,9341325,1500000,0,0,Aranthangi
Murugesan S,DMK,0,5th Pass,54,"Rs 1,80,40,919 ~ 1 Crore+","Rs 2,05,27,786 ~ 2 Crore+",PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1968,18040919,20527786,1,0,Paramakudi (SC)
Govindan V,BSP,0,Post Graduate,66,"Rs 31,04,000 ~ 31 Lacs+",Rs 0 ~,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1969,3104000,0,0,0,Paramakudi (SC)
Karuppu Raja M,Makkal Needhi Maiam,2,8th Pass,29,"Rs 44,99,122 ~ 44 Lacs+","Rs 31,00,000 ~ 31 Lacs+",PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3314,4499122,3100000,0,0,Paramakudi (SC)
Kumar S,IND,0,10th Pass,48,,,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3319,,,0,0,Paramakudi (SC)
Murukesan K,IND,0,5th Pass,49,"Rs 9,49,200 ~ 9 Lacs+",Rs 0 ~,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3321,949200,0,0,0,Paramakudi (SC)
Parthasarathi M,My India Party,0,Graduate,40,,,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3315,,,0,0,Paramakudi (SC)
Rajiv Gandhi K,IND,1,Post Graduate,30,"Rs 10,49,200 ~ 10 Lacs+","Rs 3,88,700 ~ 3 Lacs+",PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3323,1049200,388700,0,0,Paramakudi (SC)
Ramapandi C,IND,0,Graduate Professional,28,"Rs 19,10,000 ~ 19 Lacs+","Rs 15,02,244 ~ 15 Lacs+",PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3316,1910000,1502244,0,0,Paramakudi (SC)
Ravisankar V,IND,0,12th Pass,45,,,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3322,,,0,0,Paramakudi (SC)
Sadhan Prabhakar N,AIADMK,0,Post Graduate,49,"Rs 1,25,09,841 ~ 1 Crore+","Rs 12,39,628 ~ 12 Lacs+",PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1970,12509841,1239628,0,0,Paramakudi (SC)
Sasikala S,Naam Tamilar Katchi,0,Post Graduate,32,"Rs 9,89,000 ~ 9 Lacs+","Rs 8,00,000 ~ 8 Lacs+",PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=572,989000,800000,0,0,Paramakudi (SC)
Selvi U,DMDK,0,10th Pass,50,,,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3313,,,0,0,Paramakudi (SC)
Udayakumar,IND,0,Graduate,41,"Rs 7,64,186 ~ 7 Lacs+",Rs 0 ~,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3318,764186,0,0,0,Paramakudi (SC)
Udhayakumar M,IND,0,Graduate Professional,30,"Rs 1,59,000 ~ 1 Lacs+",Rs 0 ~,PARAMAKUDI (SC),RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3317,159000,0,0,0,Paramakudi (SC)
Karumanickam,INC,0,Graduate Professional,35,,,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2081,,,1,0,Tiruvadanai
Anandh N,Amma Makkal Munnettra Kazagam,4,Graduate Professional,40,"Rs 4,62,32,668 ~ 4 Crore+","Rs 54,60,957 ~ 54 Lacs+",TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=732,46232668,5460957,0,0,Tiruvadanai
Anantharaj S,My India Party,0,Graduate Professional,29,"Rs 1,43,000 ~ 1 Lacs+",Rs 0 ~,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3324,143000,0,0,0,Tiruvadanai
Anbubagurudeen N,NCP,0,5th Pass,65,,,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=30,,,0,0,Tiruvadanai
Jawahar,Naam Tamilar Katchi,0,Graduate Professional,36,"Rs 53,20,000 ~ 53 Lacs+","Rs 15,00,000 ~ 15 Lacs+",TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=731,5320000,1500000,0,0,Tiruvadanai
K C Animuthu,AIADMK,0,Graduate Professional,51,"Rs 93,00,622 ~ 93 Lacs+","Rs 43,89,899 ~ 43 Lacs+",TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=730,9300622,4389899,0,0,Tiruvadanai
Mani,IND,0,8th Pass,69,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3331,10000,0,0,0,Tiruvadanai
Manikandan,IND,0,10th Pass,31,"Rs 5,11,000 ~ 5 Lacs+",Rs 0 ~,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3332,511000,0,0,0,Tiruvadanai
Perumal,IND,1,12th Pass,50,,,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3330,,,0,0,Tiruvadanai
Pradeep,IND,0,Graduate Professional,26,"Rs 12,000 ~ 12 Thou+","Rs 1,47,430 ~ 1 Lacs+",TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3328,12000,147430,0,0,Tiruvadanai
Praveen,IND,0,Graduate Professional,26,"Rs 5,23,671 ~ 5 Lacs+",Rs 0 ~,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3329,523671,0,0,0,Tiruvadanai
Ramalingam,BSP,0,Graduate Professional,45,,,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2080,,,0,0,Tiruvadanai
Sathyaraj,Makkal Needhi Maiam,0,Post Graduate,36,"Rs 10,31,860 ~ 10 Lacs+",Rs 0 ~,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3325,1031860,0,0,0,Tiruvadanai
Sikkandar,IND,0,Post Graduate,35,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3326,6000,0,0,0,Tiruvadanai
Suriya Prakash,IND,1,Others,45,,,TIRUVADANAI,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3327,,,0,0,Tiruvadanai
Katharbatcha Muthuramalingam,DMK,5,12th Pass,49,"Rs 1,02,60,895 ~ 1 Crore+","Rs 14,25,590 ~ 14 Lacs+",RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=606,10260895,1425590,1,0,Ramanathapuram
Allapichai,BSP,0,Graduate,76,"Rs 1,97,77,300 ~ 1 Crore+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1995,19777300,0,0,0,Ramanathapuram
Amuthan,Namadhu Makkal Katchi,0,12th Pass,60,"Rs 87,000 ~ 87 Thou+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3333,87000,0,0,0,Ramanathapuram
Asanali,IND,0,12th Pass,34,,,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3338,,,0,0,Ramanathapuram
B Vijayaprakash,IND,0,12th Pass,31,"Rs 1,45,000 ~ 1 Lacs+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3347,145000,0,0,0,Ramanathapuram
D.Kuppuramu,BJP,1,Graduate Professional,64,"Rs 1,80,16,040 ~ 1 Crore+",Rs 0 ~,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1996,18016040,0,0,0,Ramanathapuram
E Vinoth,IND,0,10th Pass,26,,,RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3346,,,0,0,Ramanathapuram
G.Muniyasamy,Amma Makkal Munnettra Kazagam,2,8th Pass,62,"Rs 1,38,73,481 ~ 1 Crore+","Rs 22,38,000 ~ 22 Lacs+",RAMANATHAPURAM,RAMANATHAPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3335,13873481,2238000,0,0,Ramanathapuram
